record_id,source_split,capture_action,behavior_propensity,target_probability,policy_weight,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8
eval_01456,writer_independent_evaluation,compact_trace,0.52524184,0.32000000,0.60924316,44,78,73,100,100,86,81,60,98,38,94,12,48,0,0,3
eval_01457,writer_independent_evaluation,compact_trace,0.52806487,0.32000000,0.60598615,0,75,23,96,68,100,100,86,72,62,77,33,50,12,10,0
eval_01458,writer_independent_evaluation,long_sweep,0.35626472,0.47000000,1.31924374,32,88,11,55,17,9,72,0,100,40,91,86,37,100,0,67
eval_01459,writer_independent_evaluation,long_sweep,0.35079497,0.47000000,1.33981397,27,100,0,66,6,28,45,0,100,20,100,57,76,92,21,90
eval_01460,writer_independent_evaluation,compact_trace,0.51008633,0.32000000,0.62734478,0,84,28,100,43,75,29,45,12,15,28,0,64,2,100,7
eval_01461,writer_independent_evaluation,compact_trace,0.52886501,0.32000000,0.60506934,42,100,26,84,0,51,47,39,99,62,100,65,68,34,53,0
eval_01462,writer_independent_evaluation,long_sweep,0.36138966,0.47000000,1.30053528,74,62,100,100,32,99,23,62,88,84,90,54,68,11,0,0
eval_01463,writer_independent_evaluation,long_sweep,0.34188393,0.47000000,1.37473558,82,86,54,100,32,66,93,75,97,79,100,37,70,0,0,7
eval_01464,writer_independent_evaluation,compact_trace,0.53269472,0.32000000,0.60071930,48,88,82,100,100,77,67,55,99,35,93,11,47,1,0,0
eval_01465,writer_independent_evaluation,compact_trace,0.51542202,0.32000000,0.62085047,0,30,24,54,52,77,78,100,100,99,88,66,74,33,64,0
eval_01466,writer_independent_evaluation,long_sweep,0.34683307,0.47000000,1.35511874,100,97,47,100,35,69,67,37,57,4,0,0,22,30,66,56
eval_01467,writer_independent_evaluation,compact_trace,0.48793363,0.32000000,0.65582689,67,86,100,100,79,83,58,67,38,50,21,33,4,17,0,0
eval_01468,writer_independent_evaluation,long_sweep,0.35713727,0.47000000,1.31602058,61,97,21,90,0,43,22,0,73,12,100,55,78,100,26,94
eval_01469,writer_independent_evaluation,compact_trace,0.53196088,0.32000000,0.60154799,59,79,92,70,76,100,66,82,100,59,82,19,44,0,0,1
eval_01470,writer_independent_evaluation,long_sweep,0.34030470,0.47000000,1.38111523,100,87,86,100,41,76,9,49,0,18,46,0,78,22,15,26
eval_01471,writer_independent_evaluation,compact_trace,0.53082881,0.32000000,0.60283088,0,55,23,90,35,100,28,51,11,8,5,0,52,1,100,1
eval_01472,writer_independent_evaluation,compact_trace,0.50794465,0.32000000,0.62998990,0,88,27,100,49,74,39,41,16,16,36,4,68,0,100,0
eval_01473,writer_independent_evaluation,compact_trace,0.52558501,0.32000000,0.60884538,0,55,33,83,60,100,53,67,46,34,30,1,40,1,100,0
eval_01474,writer_independent_evaluation,long_sweep,0.35210793,0.47000000,1.33481798,6,100,60,98,62,56,35,15,45,0,100,26,69,40,0,38
eval_01475,writer_independent_evaluation,long_sweep,0.33991510,0.47000000,1.38269821,4,77,54,100,53,97,53,56,52,15,0,0,51,4,100,9
eval_01476,writer_independent_evaluation,compact_trace,0.52454412,0.32000000,0.61005355,33,76,41,100,57,71,34,37,0,14,25,16,65,0,100,17
eval_01477,writer_independent_evaluation,compact_trace,0.52112452,0.32000000,0.61405669,56,73,35,83,0,91,39,100,79,91,100,63,96,31,81,0
eval_01478,writer_independent_evaluation,long_sweep,0.34642263,0.47000000,1.35672428,98,96,52,96,74,64,97,100,97,70,100,28,62,0,0,14
eval_01479,writer_independent_evaluation,long_sweep,0.35346222,0.47000000,1.32970362,100,95,52,100,58,58,59,14,1,0,0,29,52,55,98,75
eval_01480,writer_independent_evaluation,compact_trace,0.54385227,0.32000000,0.58839508,82,93,59,100,20,70,0,43,67,35,92,65,86,29,100,0
eval_01481,writer_independent_evaluation,long_sweep,0.34412385,0.47000000,1.36578736,67,100,24,79,0,51,0,20,43,0,100,6,88,28,29,30
eval_01482,writer_independent_evaluation,long_sweep,0.35382820,0.47000000,1.32832826,27,96,0,65,4,24,53,0,94,29,100,71,62,100,9,83
eval_01483,writer_independent_evaluation,compact_trace,0.54007801,0.32000000,0.59250700,45,100,19,72,0,41,47,31,100,32,82,63,78,33,80,0
eval_01484,writer_independent_evaluation,long_sweep,0.33960601,0.47000000,1.38395667,66,100,26,99,42,77,86,95,87,64,100,25,60,0,0,1
eval_01485,writer_independent_evaluation,compact_trace,0.50952734,0.32000000,0.62803303,0,52,39,67,76,84,100,100,89,75,78,49,65,24,52,0
eval_01486,writer_independent_evaluation,long_sweep,0.34423269,0.47000000,1.36535552,46,97,40,100,0,71,63,61,100,75,64,98,46,49,34,0
eval_01487,writer_independent_evaluation,compact_trace,0.48855012,0.32000000,0.65499932,22,100,2,84,0,67,31,55,67,47,97,35,100,17,93,0
eval_01488,writer_independent_evaluation,compact_trace,0.53672003,0.32000000,0.59621401,100,99,53,100,21,90,0,62,42,62,70,39,55,10,14,0
eval_01489,writer_independent_evaluation,long_sweep,0.35588507,0.47000000,1.32065106,0,75,46,58,67,22,21,0,29,36,74,67,100,100,36,86
eval_01490,writer_independent_evaluation,compact_trace,0.53959525,0.32000000,0.59303710,0,70,34,93,82,100,93,72,67,44,33,20,49,3,100,0
eval_01491,writer_independent_evaluation,compact_trace,0.52808757,0.32000000,0.60596011,1,72,20,100,42,73,32,37,5,6,0,2,51,1,100,0
eval_01492,writer_independent_evaluation,long_sweep,0.34575884,0.47000000,1.35932894,100,100,55,78,26,52,9,25,25,0,86,15,64,35,0,21
eval_01493,writer_independent_evaluation,compact_trace,0.54304219,0.32000000,0.58927282,0,94,41,100,64,78,49,39,38,0,23,38,48,58,100,56
eval_01494,writer_independent_evaluation,long_sweep,0.36100491,0.47000000,1.30192134,18,72,68,49,65,13,0,0,21,35,63,67,100,100,37,84
eval_01495,writer_independent_evaluation,compact_trace,0.52952032,0.32000000,0.60432053,13,69,37,100,52,73,32,37,0,9,15,12,59,0,100,5
eval_01496,writer_independent_evaluation,long_sweep,0.35965026,0.47000000,1.30682512,21,83,20,100,0,49,18,1,82,0,100,49,66,93,3,89
eval_01497,writer_independent_evaluation,long_sweep,0.35210757,0.47000000,1.33481935,16,98,10,90,0,42,27,0,85,9,100,55,69,98,11,100
eval_01498,writer_independent_evaluation,long_sweep,0.35812191,0.47000000,1.31240224,16,74,0,50,25,0,76,3,100,52,74,99,21,100,0,51
eval_01499,writer_independent_evaluation,compact_trace,0.52328477,0.32000000,0.61152171,35,87,75,100,88,85,69,62,100,40,88,17,45,6,0,0
eval_01500,writer_independent_evaluation,compact_trace,0.53785464,0.32000000,0.59495629,24,64,42,100,42,92,42,52,42,13,0,2,46,1,100,0
eval_01501,writer_independent_evaluation,compact_trace,0.54177159,0.32000000,0.59065482,54,83,100,100,89,94,38,87,38,70,77,34,42,0,0,19
eval_01502,writer_independent_evaluation,long_sweep,0.34334070,0.47000000,1.36890265,100,100,60,96,23,68,0,33,17,0,69,7,75,38,22,37
eval_01503,writer_independent_evaluation,long_sweep,0.36031139,0.47000000,1.30442725,0,87,65,67,100,32,78,0,40,30,60,66,80,100,4,94
eval_01504,writer_independent_evaluation,long_sweep,0.36127413,0.47000000,1.30095117,18,100,80,95,90,61,52,26,26,0,100,16,79,32,0,36
eval_01505,writer_independent_evaluation,compact_trace,0.54429140,0.32000000,0.58792036,66,100,26,87,0,68,54,63,100,57,64,40,33,21,9,0
eval_01506,writer_independent_evaluation,compact_trace,0.54752305,0.32000000,0.58445028,0,94,70,100,83,85,67,43,56,0,35,9,33,29,100,34
eval_01507,writer_independent_evaluation,compact_trace,0.54178116,0.32000000,0.59064439,0,73,27,97,90,100,86,73,66,49,100,25,68,0,31,9
eval_01508,writer_independent_evaluation,long_sweep,0.35342344,0.47000000,1.32984954,93,55,78,100,28,94,49,67,93,75,100,29,60,2,0,0
eval_01509,writer_independent_evaluation,long_sweep,0.34599125,0.47000000,1.35841587,0,98,51,98,100,100,74,65,50,28,40,0,44,39,96,47
eval_01510,writer_independent_evaluation,compact_trace,0.54003225,0.32000000,0.59255720,39,100,10,76,0,41,52,25,89,45,100,67,78,33,57,0
eval_01511,writer_independent_evaluation,compact_trace,0.53562351,0.32000000,0.59743456,20,63,40,98,44,100,40,63,40,25,0,1,20,1,100,0
eval_01512,writer_independent_evaluation,long_sweep,0.36463849,0.47000000,1.28894787,70,98,0,89,60,61,100,26,49,0,12,31,46,68,81,100
eval_01513,writer_independent_evaluation,long_sweep,0.34041518,0.47000000,1.38066697,89,100,52,79,19,51,0,27,59,39,100,62,82,31,63,0
eval_01514,writer_independent_evaluation,long_sweep,0.33959646,0.47000000,1.38399558,11,95,46,96,100,100,67,71,35,39,18,0,0,29,39,30
eval_01515,writer_independent_evaluation,compact_trace,0.51388177,0.32000000,0.62271133,50,100,34,84,0,57,49,44,96,52,97,58,93,23,100,0
eval_01516,writer_independent_evaluation,compact_trace,0.52679574,0.32000000,0.60744607,94,100,73,92,59,66,99,93,100,82,89,44,50,16,0,0
eval_01517,writer_independent_evaluation,long_sweep,0.34896937,0.47000000,1.34682306,81,92,29,100,11,78,72,82,100,70,94,31,60,1,0,0
eval_01518,writer_independent_evaluation,long_sweep,0.33885552,0.47000000,1.38702182,0,79,39,100,82,90,53,57,86,49,100,17,57,0,14,13
eval_01519,writer_independent_evaluation,long_sweep,0.36067757,0.47000000,1.30310292,24,80,0,45,16,0,79,13,100,58,75,100,16,74,12,28
eval_01520,writer_independent_evaluation,long_sweep,0.35560398,0.47000000,1.32169499,10,81,51,100,92,73,80,31,51,0,0,24,38,39,100,38
eval_01521,writer_independent_evaluation,long_sweep,0.35294386,0.47000000,1.33165653,0,89,76,100,95,88,66,48,58,8,34,0,17,27,100,33
eval_01522,writer_independent_evaluation,long_sweep,0.36341965,0.47000000,1.29327073,57,88,4,100,0,63,63,33,100,0,28,14,49,52,91,87
eval_01523,writer_independent_evaluation,compact_trace,0.54706895,0.32000000,0.58493541,0,100,17,94,71,87,51,49,32,11,8,0,24,22,100,35
eval_01524,writer_independent_evaluation,compact_trace,0.53278418,0.32000000,0.60061843,61,79,57,100,100,93,65,68,94,46,77,18,27,0,0,16
eval_01525,writer_independent_evaluation,long_sweep,0.33836217,0.47000000,1.38904419,6,67,31,100,66,91,48,52,17,19,0,0,50,3,100,3
eval_01526,writer_independent_evaluation,long_sweep,0.34901998,0.47000000,1.34662780,31,100,0,69,0,27,37,0,87,11,100,51,71,85,23,85
eval_01527,writer_independent_evaluation,long_sweep,0.35286193,0.47000000,1.33196574,36,86,91,100,61,91,21,65,58,48,100,27,59,4,0,0
eval_01528,writer_independent_evaluation,rising_tail,0.24859857,0.43000000,1.72969616,0,63,34,43,58,12,59,0,34,30,21,62,51,88,100,100
eval_01529,writer_independent_evaluation,long_sweep,0.36534202,0.47000000,1.28646578,100,97,26,100,66,60,89,18,8,0,0,31,62,65,77,98
eval_01530,writer_independent_evaluation,compact_trace,0.53909804,0.32000000,0.59358405,13,68,27,100,56,86,34,44,0,9,0,0,50,0,100,8
eval_01531,writer_independent_evaluation,long_sweep,0.35814984,0.47000000,1.31229992,55,100,5,69,0,45,91,53,100,79,57,95,47,45,22,0
eval_01532,writer_independent_evaluation,long_sweep,0.35045183,0.47000000,1.34112584,0,86,46,100,88,77,78,36,51,0,11,26,45,37,100,42
eval_01533,writer_independent_evaluation,compact_trace,0.51621331,0.32000000,0.61989878,26,81,55,100,69,75,68,62,100,46,78,16,36,0,0,16
eval_01534,writer_independent_evaluation,long_sweep,0.34243214,0.47000000,1.37253470,100,100,48,87,15,60,6,26,35,0,74,18,44,45,0,29
eval_01535,writer_independent_evaluation,long_sweep,0.34697634,0.47000000,1.35455922,100,55,42,50,29,81,75,100,96,69,82,33,51,3,0,0
eval_01536,writer_independent_evaluation,compact_trace,0.53994365,0.32000000,0.59265444,3,62,28,94,39,100,41,60,36,22,0,0,50,7,100,13
eval_01537,writer_independent_evaluation,compact_trace,0.50186117,0.32000000,0.63762653,100,100,68,89,50,67,32,46,23,23,25,0,48,2,0,2
eval_01538,writer_independent_evaluation,long_sweep,0.34392411,0.47000000,1.36658056,16,81,48,100,75,80,36,62,89,49,100,19,53,0,0,3
eval_01539,writer_independent_evaluation,long_sweep,0.34700139,0.47000000,1.35446145,100,100,58,82,26,53,6,21,38,0,88,15,57,36,0,29
eval_01540,writer_independent_evaluation,compact_trace,0.52089869,0.32000000,0.61432291,18,82,22,100,39,68,27,30,0,1,23,8,67,0,100,20
eval_01541,writer_independent_evaluation,long_sweep,0.35984178,0.47000000,1.30612961,8,94,71,100,39,96,6,71,60,71,100,35,55,0,0,16
eval_01542,writer_independent_evaluation,compact_trace,0.53033213,0.32000000,0.60339547,77,83,100,100,61,93,87,83,93,52,83,12,40,0,0,18
eval_01543,writer_independent_evaluation,compact_trace,0.53587112,0.32000000,0.59715851,96,75,82,100,55,79,96,86,100,56,89,18,48,0,0,2
eval_01544,writer_independent_evaluation,compact_trace,0.54172496,0.32000000,0.59070566,96,70,76,100,46,73,98,69,100,64,98,24,52,0,0,2
eval_01545,writer_independent_evaluation,long_sweep,0.35265905,0.47000000,1.33273199,78,100,21,80,49,44,95,76,91,80,100,34,62,0,0,13
eval_01546,writer_independent_evaluation,long_sweep,0.34622745,0.47000000,1.35748915,24,100,10,59,49,35,21,0,2,21,0,64,46,85,100,87
eval_01547,writer_independent_evaluation,long_sweep,0.34775017,0.47000000,1.35154500,15,97,66,100,72,64,54,20,34,0,0,37,52,40,100,45
eval_01548,writer_independent_evaluation,compact_trace,0.53775435,0.32000000,0.59506725,33,75,51,100,63,71,36,31,0,0,4,16,52,15,100,17
eval_01549,writer_independent_evaluation,long_sweep,0.33981962,0.47000000,1.38308670,0,95,44,100,66,70,48,35,24,0,2,22,42,35,100,38
eval_01550,writer_independent_evaluation,compact_trace,0.51984543,0.32000000,0.61556760,100,100,67,84,34,62,10,38,0,11,42,0,32,24,1,20
eval_01551,writer_independent_evaluation,compact_trace,0.53919367,0.32000000,0.59347878,93,100,47,99,55,75,100,84,96,62,86,21,47,0,0,3
eval_01552,writer_independent_evaluation,compact_trace,0.52061446,0.32000000,0.61465831,12,100,0,71,25,43,86,44,100,75,90,52,90,20,90,0
eval_01553,writer_independent_evaluation,rising_tail,0.26753845,0.43000000,1.60724562,15,58,0,19,33,0,71,18,100,52,93,93,54,100,15,85
eval_01554,writer_independent_evaluation,compact_trace,0.54323029,0.32000000,0.58906877,52,100,20,71,0,40,61,39,100,47,76,68,76,34,78,0
eval_01555,writer_independent_evaluation,compact_trace,0.54761020,0.32000000,0.58435727,22,85,61,100,99,79,61,54,74,42,100,15,52,0,0,13
eval_01556,writer_independent_evaluation,long_sweep,0.35634058,0.47000000,1.31896288,38,96,40,57,61,16,5,0,0,36,50,68,100,100,56,96
eval_01557,writer_independent_evaluation,long_sweep,0.33897851,0.47000000,1.38651859,22,57,50,98,61,100,56,50,35,10,0,2,52,6,100,0
eval_01558,writer_independent_evaluation,long_sweep,0.34680891,0.47000000,1.35521315,93,77,49,100,19,73,72,68,90,63,100,20,58,0,0,10
eval_01559,writer_independent_evaluation,long_sweep,0.36077724,0.47000000,1.30274292,35,90,100,100,39,88,11,55,62,64,89,36,57,4,0,0
eval_01560,writer_independent_evaluation,long_sweep,0.36188604,0.47000000,1.29875139,38,92,100,100,52,94,15,58,69,72,94,35,58,0,0,2
eval_01561,writer_independent_evaluation,compact_trace,0.50705511,0.32000000,0.63109511,55,93,81,100,73,72,77,51,100,28,70,8,32,0,0,9
eval_01562,writer_independent_evaluation,long_sweep,0.36509326,0.47000000,1.28734230,100,82,29,97,14,62,60,22,0,0,27,39,99,72,77,100
eval_01563,writer_independent_evaluation,long_sweep,0.35525279,0.47000000,1.32300157,2,78,35,100,88,85,47,58,100,50,98,15,43,0,0,23
eval_01564,writer_independent_evaluation,compact_trace,0.53954825,0.32000000,0.59308875,4,64,32,98,38,100,40,62,40,23,0,0,32,4,100,4
eval_01565,writer_independent_evaluation,long_sweep,0.35435991,0.47000000,1.32633513,100,100,41,89,8,59,2,23,46,0,88,23,43,43,0,24
eval_01566,writer_independent_evaluation,long_sweep,0.35747187,0.47000000,1.31478876,0,97,60,100,42,99,5,69,44,59,100,43,69,0,0,13
eval_01567,writer_independent_evaluation,long_sweep,0.34231527,0.47000000,1.37300332,35,96,42,100,16,65,7,28,44,0,100,16,62,35,0,22
eval_01568,writer_independent_evaluation,compact_trace,0.51395205,0.32000000,0.62262618,5,94,0,76,17,100,78,98,100,91,84,57,72,23,65,0
eval_01569,writer_independent_evaluation,long_sweep,0.33837223,0.47000000,1.38900288,0,93,33,100,43,51,35,0,3,22,12,48,55,59,100,64
eval_01570,writer_independent_evaluation,compact_trace,0.53569460,0.32000000,0.59735528,39,76,64,100,89,81,66,50,100,34,91,6,41,0,0,18
eval_01571,writer_independent_evaluation,compact_trace,0.51456225,0.32000000,0.62188783,0,94,6,100,44,100,39,63,19,29,24,0,63,5,100,17
eval_01572,writer_independent_evaluation,compact_trace,0.53835351,0.32000000,0.59440496,89,100,64,76,25,50,0,30,66,26,95,52,100,31,95,0
eval_01573,writer_independent_evaluation,long_sweep,0.34123789,0.47000000,1.37733826,84,100,33,78,0,50,43,34,100,45,98,57,62,30,39,0
eval_01574,writer_independent_evaluation,long_sweep,0.35203770,0.47000000,1.33508429,37,90,19,57,66,43,40,5,0,0,21,50,52,90,100,100
eval_01575,writer_independent_evaluation,compact_trace,0.51702216,0.32000000,0.61892898,0,40,35,58,67,80,100,100,86,78,68,52,49,27,38,0
eval_01576,writer_independent_evaluation,long_sweep,0.34730534,0.47000000,1.35327606,14,78,56,100,88,80,71,41,36,12,0,0,49,12,100,7
eval_01577,writer_independent_evaluation,compact_trace,0.53200779,0.32000000,0.60149495,76,100,40,87,0,68,8,56,68,45,100,42,68,21,44,0
eval_01578,writer_independent_evaluation,compact_trace,0.54608507,0.32000000,0.58598928,0,98,45,100,70,95,57,48,55,0,23,25,50,34,100,38
eval_01579,writer_independent_evaluation,long_sweep,0.34122201,0.47000000,1.37740237,16,78,53,100,81,76,53,46,94,46,100,15,44,0,0,14
eval_01580,writer_independent_evaluation,long_sweep,0.35614716,0.47000000,1.31967919,16,100,10,57,64,35,25,0,0,31,5,80,39,96,100,94
eval_01581,writer_independent_evaluation,compact_trace,0.50903805,0.32000000,0.62863670,100,100,63,98,38,91,42,66,77,56,60,34,30,16,0,0
eval_01582,writer_independent_evaluation,long_sweep,0.34591882,0.47000000,1.35870030,97,63,77,100,32,79,72,63,96,67,100,23,56,0,0,4
eval_01583,writer_independent_evaluation,compact_trace,0.52737184,0.32000000,0.60678250,57,100,30,77,8,53,0,28,10,4,60,0,100,16,62,24
eval_01584,writer_independent_evaluation,compact_trace,0.54355485,0.32000000,0.58871703,100,100,58,92,22,68,0,39,8,7,55,0,74,28,34,48
eval_01585,writer_independent_evaluation,compact_trace,0.53472937,0.32000000,0.59843356,91,100,48,99,60,83,100,84,99,47,87,13,44,0,0,2
eval_01586,writer_independent_evaluation,compact_trace,0.52901516,0.32000000,0.60489760,0,79,33,100,63,82,44,49,14,22,19,1,59,1,100,0
eval_01587,writer_independent_evaluation,compact_trace,0.54570602,0.32000000,0.58639632,100,78,64,100,44,72,52,35,44,0,0,2,18,36,67,56
eval_01588,writer_independent_evaluation,long_sweep,0.35620054,0.47000000,1.31948145,28,81,44,54,92,34,54,1,0,0,18,45,45,86,100,100
eval_01589,writer_independent_evaluation,long_sweep,0.34615445,0.47000000,1.35777541,83,90,100,100,42,82,9,55,73,62,77,27,32,0,0,13
eval_01590,writer_independent_evaluation,long_sweep,0.33956769,0.47000000,1.38411284,44,85,93,100,100,92,45,81,51,68,93,36,50,0,0,17
eval_01591,writer_independent_evaluation,long_sweep,0.35177616,0.47000000,1.33607689,39,90,4,68,0,20,41,0,84,24,100,70,67,100,23,80
eval_01592,writer_independent_evaluation,compact_trace,0.52687795,0.32000000,0.60735129,21,74,43,100,52,64,32,28,0,6,22,3,61,0,100,1
eval_01593,writer_independent_evaluation,compact_trace,0.54671739,0.32000000,0.58531155,24,70,42,100,100,100,72,69,66,54,92,26,45,0,0,2
eval_01594,writer_independent_evaluation,compact_trace,0.52423187,0.32000000,0.61041692,58,81,90,100,100,96,58,86,38,67,67,36,39,0,0,10
eval_01595,writer_independent_evaluation,compact_trace,0.51405632,0.32000000,0.62249988,0,38,31,56,67,77,100,100,93,91,72,62,58,32,58,0
eval_01596,writer_independent_evaluation,long_sweep,0.34806603,0.47000000,1.35031851,14,68,56,100,75,97,68,60,64,22,0,4,18,0,100,3
eval_01597,writer_independent_evaluation,long_sweep,0.35193981,0.47000000,1.33545562,26,88,0,58,4,17,54,0,96,28,100,69,63,100,12,86
eval_01598,writer_independent_evaluation,compact_trace,0.51326663,0.32000000,0.62345764,46,85,42,100,52,73,32,41,0,16,21,7,62,0,100,17
eval_01599,writer_independent_evaluation,compact_trace,0.54516194,0.32000000,0.58698154,24,80,38,100,90,93,58,66,64,48,100,25,56,6,0,0
eval_01600,writer_independent_evaluation,long_sweep,0.35718671,0.47000000,1.31583844,0,92,52,62,100,32,79,0,15,10,42,42,82,74,61,100
eval_01601,writer_independent_evaluation,compact_trace,0.53304807,0.32000000,0.60032110,70,100,82,88,40,64,0,40,32,26,100,42,90,27,86,0
eval_01602,writer_independent_evaluation,compact_trace,0.51538499,0.32000000,0.62089507,28,89,64,100,100,92,79,71,59,51,68,27,39,9,0,0
eval_01603,writer_independent_evaluation,long_sweep,0.35601607,0.47000000,1.32016513,77,100,30,79,0,40,11,0,64,8,100,42,98,85,46,95
eval_01604,writer_independent_evaluation,compact_trace,0.53196553,0.32000000,0.60154274,100,100,57,92,24,87,0,58,33,57,66,42,48,13,8,0
eval_01605,writer_independent_evaluation,long_sweep,0.35287695,0.47000000,1.33190903,40,70,1,38,0,0,61,9,95,43,100,83,59,100,28,65
eval_01606,writer_independent_evaluation,compact_trace,0.49345702,0.32000000,0.64848606,0,68,40,78,76,100,88,91,88,68,88,45,88,22,100,0
eval_01607,writer_independent_evaluation,compact_trace,0.54476860,0.32000000,0.58740537,77,100,32,78,0,55,7,34,86,42,100,46,57,24,39,0
eval_01608,writer_independent_evaluation,compact_trace,0.53467923,0.32000000,0.59848968,0,77,33,100,55,77,38,42,11,12,2,0,51,8,100,8
eval_01609,writer_independent_evaluation,compact_trace,0.49671426,0.32000000,0.64423357,0,78,19,95,58,100,92,89,100,67,92,44,81,21,67,0
eval_01610,writer_independent_evaluation,compact_trace,0.53191111,0.32000000,0.60160428,32,77,52,100,91,90,79,61,100,38,95,11,43,0,0,17
eval_01611,writer_independent_evaluation,compact_trace,0.50732414,0.32000000,0.63076044,0,65,42,81,88,100,100,91,85,68,67,46,50,23,42,0
eval_01612,writer_independent_evaluation,long_sweep,0.35133479,0.47000000,1.33775536,90,100,52,84,17,55,0,22,42,0,100,8,72,30,13,25
eval_01613,writer_independent_evaluation,long_sweep,0.34078033,0.47000000,1.37918756,46,100,22,66,0,32,69,38,100,45,56,65,53,28,51,0
eval_01614,writer_independent_evaluation,long_sweep,0.33879997,0.47000000,1.38724923,38,50,49,98,59,100,56,50,34,7,0,9,52,4,100,0
eval_01615,writer_independent_evaluation,long_sweep,0.35163438,0.47000000,1.33661561,0,35,44,64,61,100,61,48,31,10,0,0,54,2,100,1
eval_01616,writer_independent_evaluation,compact_trace,0.53654572,0.32000000,0.59640770,100,100,65,89,35,63,9,34,0,2,44,0,55,25,7,19
eval_01617,writer_independent_evaluation,compact_trace,0.51412488,0.32000000,0.62241688,38,100,73,98,71,69,78,46,100,20,77,0,38,0,0,6
eval_01618,writer_independent_evaluation,long_sweep,0.35943375,0.47000000,1.30761232,17,97,89,100,48,96,21,70,59,67,100,36,63,0,0,16
eval_01619,writer_independent_evaluation,long_sweep,0.35970032,0.47000000,1.30664326,16,100,0,55,64,39,46,0,12,15,0,63,29,96,100,98
eval_01620,writer_independent_evaluation,compact_trace,0.53972186,0.32000000,0.59289798,36,100,31,82,0,50,20,26,85,39,100,63,69,32,43,0
eval_01621,writer_independent_evaluation,compact_trace,0.52019975,0.32000000,0.61514832,12,69,88,84,100,100,71,80,47,60,29,40,12,19,0,0
eval_01622,writer_independent_evaluation,compact_trace,0.50920332,0.32000000,0.62843266,100,99,68,100,47,74,52,52,81,42,63,14,30,0,0,16
eval_01623,writer_independent_evaluation,compact_trace,0.53084731,0.32000000,0.60280988,100,100,73,76,37,49,0,25,51,28,90,40,85,28,88,0
eval_01624,writer_independent_evaluation,long_sweep,0.35304136,0.47000000,1.33128877,80,100,37,76,10,50,0,22,39,0,100,13,68,37,2,46
eval_01625,writer_independent_evaluation,compact_trace,0.54513691,0.32000000,0.58700849,95,100,50,78,0,57,12,37,90,43,100,48,68,25,55,0
eval_01626,writer_independent_evaluation,long_sweep,0.35301546,0.47000000,1.33138646,100,100,55,93,12,66,0,29,30,0,84,15,72,48,10,46
eval_01627,writer_independent_evaluation,long_sweep,0.34081688,0.47000000,1.37903968,40,89,28,61,58,28,23,0,0,24,6,63,45,92,100,100
eval_01628,writer_independent_evaluation,long_sweep,0.36611072,0.47000000,1.28376465,77,96,0,100,21,61,90,30,62,0,12,24,56,62,100,100
eval_01629,writer_independent_evaluation,compact_trace,0.53196017,0.32000000,0.60154879,29,71,50,100,70,77,41,49,0,28,7,18,51,4,100,0
eval_01630,writer_independent_evaluation,compact_trace,0.52124364,0.32000000,0.61391637,4,65,14,100,24,66,16,28,0,1,34,0,66,0,100,0
eval_01631,writer_independent_evaluation,long_sweep,0.36466328,0.47000000,1.28886023,40,97,2,65,0,9,51,0,94,46,100,100,38,95,14,44
eval_01632,writer_independent_evaluation,long_sweep,0.35653925,0.47000000,1.31822793,42,97,27,86,0,40,26,0,86,13,100,59,65,100,5,93
eval_01633,writer_independent_evaluation,long_sweep,0.36049025,0.47000000,1.30378007,4,85,64,100,96,72,68,34,44,0,100,31,87,44,0,41
eval_01634,writer_independent_evaluation,long_sweep,0.34803313,0.47000000,1.35044614,0,46,49,68,72,100,68,88,64,55,55,22,9,1,100,0
eval_01635,writer_independent_evaluation,compact_trace,0.51376721,0.32000000,0.62285018,0,71,47,85,100,100,100,81,84,61,66,41,47,20,31,0
eval_01636,writer_independent_evaluation,long_sweep,0.34740679,0.47000000,1.35288088,100,100,52,83,16,58,0,31,16,5,84,0,66,23,7,24
eval_01637,writer_independent_evaluation,compact_trace,0.54512883,0.32000000,0.58701720,30,70,57,100,57,80,62,45,54,12,0,2,43,2,100,0
eval_01638,writer_independent_evaluation,long_sweep,0.34622323,0.47000000,1.35750567,19,97,72,100,68,73,30,51,81,42,100,17,54,2,0,0
eval_01639,writer_independent_evaluation,long_sweep,0.33972232,0.47000000,1.38348284,46,69,93,73,81,100,55,81,100,62,93,22,48,7,0,0
eval_01640,writer_independent_evaluation,long_sweep,0.36105353,0.47000000,1.30174602,82,73,74,100,32,75,73,38,78,0,0,2,34,33,100,60
eval_01641,writer_independent_evaluation,compact_trace,0.53454388,0.32000000,0.59864122,21,57,43,100,44,79,36,30,0,2,5,3,53,1,100,0
eval_01642,writer_independent_evaluation,long_sweep,0.35167074,0.47000000,1.33647743,90,100,55,85,17,58,0,26,35,0,100,5,87,33,22,36
eval_01643,writer_independent_evaluation,long_sweep,0.34554758,0.47000000,1.36016001,0,93,42,100,67,55,52,0,10,2,11,27,55,36,100,39
eval_01644,writer_independent_evaluation,compact_trace,0.51844955,0.32000000,0.61722495,4,89,0,73,23,99,87,100,100,88,79,59,59,29,44,0
eval_01645,writer_independent_evaluation,compact_trace,0.53051593,0.32000000,0.60318641,41,90,72,100,86,75,60,50,100,35,89,10,44,0,0,5
