record_id,source_split,capture_action,behavior_propensity,target_probability,policy_weight,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,digit_label
train_04477,training_writers,compact_trace,0.54689862,0.32000000,0.58511758,38,84,23,100,68,93,41,64,78,52,100,24,60,0,0,1,3
train_04478,training_writers,long_sweep,0.34911852,0.47000000,1.34624770,55,100,27,94,5,56,8,18,59,0,100,23,45,31,0,8,6
train_04479,training_writers,long_sweep,0.34978406,0.47000000,1.34368614,19,100,95,100,100,72,73,43,49,13,33,0,0,25,75,32,7
train_04480,training_writers,compact_trace,0.50479101,0.32000000,0.63392571,0,100,38,97,44,76,47,54,73,37,100,21,74,6,35,0,3
train_04481,training_writers,compact_trace,0.54064168,0.32000000,0.59188926,34,89,64,100,63,56,37,20,0,1,18,23,58,8,100,0,2
train_04482,training_writers,compact_trace,0.52935688,0.32000000,0.60450711,50,100,31,75,0,50,40,40,94,49,100,47,62,25,33,0,4
train_04483,training_writers,compact_trace,0.50969666,0.32000000,0.62782441,0,54,31,65,69,87,100,100,83,75,79,50,81,24,100,0,1
train_04484,training_writers,compact_trace,0.52070558,0.32000000,0.61455074,46,96,60,100,100,90,70,63,64,42,86,16,46,0,0,2,3
train_04485,training_writers,compact_trace,0.49150232,0.32000000,0.65106509,12,100,7,80,0,60,3,39,36,23,86,34,88,20,100,0,4
train_04486,training_writers,long_sweep,0.34337070,0.47000000,1.36878307,31,96,44,76,24,100,41,50,48,7,0,0,49,14,100,23,1
train_04487,training_writers,long_sweep,0.34606170,0.47000000,1.35813933,0,100,58,100,89,88,74,44,61,0,22,22,41,33,100,29,7
train_04488,training_writers,compact_trace,0.50693820,0.32000000,0.63124065,0,87,37,96,98,100,100,87,80,65,63,44,52,22,62,0,7
train_04489,training_writers,long_sweep,0.35655200,0.47000000,1.31818081,36,95,10,59,19,10,66,0,100,37,97,85,48,100,0,81,0
train_04490,training_writers,long_sweep,0.35669415,0.47000000,1.31765546,0,97,73,100,76,73,64,36,62,0,38,15,3,41,100,42,7
train_04491,training_writers,compact_trace,0.52443882,0.32000000,0.61017604,0,78,27,100,42,70,29,33,1,4,14,5,57,0,100,4,2
train_04492,training_writers,long_sweep,0.36938363,0.47000000,1.27238989,59,85,4,100,49,50,94,0,0,24,49,56,100,88,4,90,8
train_04493,training_writers,long_sweep,0.35762449,0.47000000,1.31422767,28,71,68,100,61,63,29,91,82,81,100,34,57,0,0,17,9
train_04494,training_writers,long_sweep,0.36509657,0.47000000,1.28733063,33,77,0,60,75,69,78,26,12,0,15,46,23,93,100,100,5
train_04495,training_writers,long_sweep,0.36171179,0.47000000,1.29937705,24,96,84,99,100,100,25,93,28,57,93,36,73,0,0,1,5
train_04496,training_writers,compact_trace,0.53017417,0.32000000,0.60357523,31,100,12,87,0,55,22,26,72,31,100,60,74,31,60,0,4
train_04497,training_writers,long_sweep,0.34998199,0.47000000,1.34292626,67,96,20,100,21,59,41,20,11,0,0,35,48,65,100,93,8
train_04498,training_writers,long_sweep,0.35456473,0.47000000,1.32556894,0,82,56,100,100,91,71,57,38,24,3,0,5,33,70,36,7
train_04499,training_writers,compact_trace,0.52238808,0.32000000,0.61257140,9,100,0,80,37,67,100,72,100,85,77,57,53,28,36,0,4
train_04500,training_writers,long_sweep,0.36279893,0.47000000,1.29548342,30,96,0,66,11,8,66,0,100,47,79,100,28,81,31,30,0
train_04501,training_writers,long_sweep,0.34057460,0.47000000,1.38002070,26,88,9,63,0,20,36,0,80,18,100,57,76,94,31,100,0
train_04502,training_writers,compact_trace,0.54566800,0.32000000,0.58643717,44,84,80,100,84,73,50,60,100,49,86,16,33,0,0,23,3
train_04503,training_writers,compact_trace,0.53895759,0.32000000,0.59373874,61,100,100,84,84,62,37,53,71,39,87,15,47,0,0,4,3
train_04504,training_writers,compact_trace,0.51541535,0.32000000,0.62085850,29,87,66,100,100,97,74,76,69,52,72,29,38,12,0,0,3
train_04505,training_writers,compact_trace,0.51527659,0.32000000,0.62102569,31,87,59,100,59,69,74,64,100,42,84,11,44,0,0,0,3
train_04506,training_writers,long_sweep,0.36412357,0.50000000,1.37316020,0,33,66,60,100,100,48,78,84,37,52,0,30,32,85,68,8
train_04507,training_writers,long_sweep,0.34399717,0.47000000,1.36629032,52,100,32,83,11,53,0,21,37,0,100,14,48,22,5,1,6
train_04508,training_writers,compact_trace,0.54114777,0.32000000,0.59133571,58,100,12,77,0,59,62,60,100,77,85,59,61,30,36,0,4
train_04509,training_writers,long_sweep,0.34387525,0.47000000,1.36677472,100,100,61,85,25,58,0,28,23,0,77,9,85,39,30,50,6
train_04510,training_writers,compact_trace,0.51834287,0.32000000,0.61735199,9,90,0,100,60,100,100,85,87,63,60,42,31,22,17,0,7
train_04511,training_writers,long_sweep,0.35228747,0.47000000,1.33413771,95,100,16,90,0,62,84,68,100,90,80,59,56,29,58,0,9
train_04512,training_writers,long_sweep,0.35874049,0.47000000,1.31013925,59,100,9,64,0,23,61,17,100,28,73,82,57,60,50,0,4
train_04513,training_writers,compact_trace,0.53286403,0.32000000,0.60052844,25,74,47,100,66,74,41,44,4,20,0,9,49,1,100,0,2
train_04514,training_writers,compact_trace,0.50315002,0.32000000,0.63599322,0,90,15,100,24,67,11,34,2,11,35,5,67,2,100,0,2
train_04515,training_writers,long_sweep,0.34667178,0.47000000,1.35574924,0,97,54,100,100,93,81,55,69,16,56,0,18,32,74,42,7
train_04516,training_writers,long_sweep,0.35293243,0.47000000,1.33169969,53,80,78,100,14,80,55,65,92,64,100,24,50,0,0,20,9
train_04517,training_writers,long_sweep,0.33844233,0.47000000,1.38871519,39,100,16,74,40,57,14,80,32,35,0,7,18,0,100,8,1
train_04518,training_writers,compact_trace,0.52169739,0.32000000,0.61338240,69,80,93,100,93,77,63,55,100,42,79,20,41,7,0,0,3
train_04519,training_writers,compact_trace,0.53542173,0.32000000,0.59765972,50,89,66,100,82,73,50,54,100,48,93,17,47,0,0,3,3
train_04520,training_writers,compact_trace,0.51979745,0.32000000,0.61562442,0,76,28,100,48,75,34,43,11,13,16,0,57,3,100,3,2
train_04521,training_writers,compact_trace,0.54597227,0.32000000,0.58611036,36,66,71,100,62,70,48,23,21,0,0,5,50,8,100,10,1
train_04522,training_writers,compact_trace,0.51560428,0.32000000,0.62063100,0,20,23,43,50,65,76,87,100,100,88,66,77,34,79,0,1
train_04523,training_writers,compact_trace,0.54122744,0.32000000,0.59124866,0,96,50,100,72,69,67,34,64,0,33,25,36,40,100,45,7
train_04524,training_writers,long_sweep,0.34637612,0.47000000,1.35690648,37,55,100,72,94,100,52,75,57,37,57,0,0,2,9,36,8
train_04525,training_writers,compact_trace,0.50303271,0.32000000,0.63614153,11,100,0,78,0,56,39,40,100,50,91,43,75,22,80,0,4
train_04526,training_writers,compact_trace,0.50133913,0.32000000,0.63829050,0,73,48,81,88,100,100,99,94,73,88,48,82,22,91,0,1
train_04527,training_writers,long_sweep,0.35199913,0.47000000,1.33523056,49,100,26,83,0,39,63,43,100,54,74,95,62,47,57,0,4
train_04528,training_writers,compact_trace,0.53284935,0.32000000,0.60054497,0,91,44,100,80,78,75,38,58,0,48,9,52,40,100,40,7
train_04529,training_writers,compact_trace,0.54692738,0.32000000,0.58508682,0,80,34,100,86,100,83,73,51,50,100,37,85,12,36,0,3
train_04530,training_writers,long_sweep,0.35421695,0.47000000,1.32687045,1,97,68,98,39,100,21,63,55,50,100,25,46,0,0,19,5
train_04531,training_writers,long_sweep,0.35598317,0.47000000,1.32028714,55,100,13,73,46,41,50,7,0,0,16,56,48,94,100,86,5
train_04532,training_writers,compact_trace,0.54344907,0.32000000,0.58883163,100,88,79,100,42,74,15,41,27,8,78,0,48,17,0,18,6
train_04533,training_writers,compact_trace,0.53190725,0.32000000,0.60160865,0,72,22,100,51,80,31,49,0,21,4,9,54,13,100,0,2
train_04534,training_writers,compact_trace,0.54713985,0.32000000,0.58485961,0,89,52,100,94,89,77,63,49,40,19,17,40,0,100,3,2
train_04535,training_writers,long_sweep,0.35753219,0.47000000,1.31456695,73,94,26,99,0,57,16,7,64,0,100,36,94,87,48,100,0
train_04536,training_writers,compact_trace,0.52661371,0.32000000,0.60765604,0,74,26,98,64,100,76,71,56,41,30,14,60,1,100,0,2
train_04537,training_writers,long_sweep,0.36095671,0.47000000,1.30209519,29,87,100,100,83,97,10,84,31,63,93,46,66,17,0,0,5
train_04538,training_writers,long_sweep,0.36411940,0.47000000,1.29078540,10,23,56,59,67,100,0,93,44,57,100,25,50,0,16,26,8
train_04539,training_writers,compact_trace,0.52149529,0.32000000,0.61362011,8,63,31,79,90,100,100,92,67,69,33,47,10,23,0,0,1
train_04540,training_writers,long_sweep,0.35666854,0.47000000,1.31775007,2,91,80,100,82,67,57,33,28,0,0,17,13,40,100,44,7
train_04541,training_writers,long_sweep,0.35167859,0.47000000,1.33644757,48,100,32,65,0,26,50,24,100,41,85,86,81,46,76,0,4
train_04542,training_writers,compact_trace,0.54167717,0.32000000,0.59075777,100,86,70,100,45,64,83,64,98,70,96,30,62,1,0,0,9
train_04543,training_writers,long_sweep,0.34308343,0.47000000,1.36992919,2,91,48,100,63,65,51,25,30,0,0,30,50,35,100,35,7
train_04544,training_writers,compact_trace,0.51812775,0.32000000,0.61760830,77,83,74,100,97,81,70,56,100,35,86,10,43,0,0,7,3
train_04545,training_writers,long_sweep,0.36192356,0.47000000,1.29861676,0,69,28,100,100,97,77,55,40,15,86,0,38,33,9,72,8
train_04546,training_writers,compact_trace,0.53460178,0.32000000,0.59857638,96,100,55,79,68,64,100,89,99,57,84,25,46,1,0,0,9
train_04547,training_writers,compact_trace,0.53518607,0.32000000,0.59792289,100,100,62,92,58,59,84,89,93,70,79,30,46,0,0,3,9
train_04548,training_writers,compact_trace,0.52667263,0.32000000,0.60758806,46,76,66,100,100,84,74,58,88,44,95,18,52,0,0,5,3
train_04549,training_writers,compact_trace,0.54030404,0.32000000,0.59225913,25,87,53,100,65,64,38,33,0,19,46,19,87,0,100,31,2
train_04550,training_writers,long_sweep,0.35365203,0.47000000,1.32898998,72,64,54,100,24,73,54,36,45,0,0,19,41,53,100,80,8
train_04551,training_writers,long_sweep,0.34986635,0.47000000,1.34337012,21,81,0,55,7,10,56,0,97,26,100,71,62,100,15,84,0
train_04552,training_writers,long_sweep,0.35909845,0.47000000,1.30883326,72,100,11,75,0,44,87,50,100,68,59,96,49,48,54,0,4
train_04553,training_writers,compact_trace,0.54683179,0.32000000,0.58518909,74,76,31,60,0,76,37,100,85,94,100,60,86,27,54,0,9
train_04554,training_writers,compact_trace,0.51497973,0.32000000,0.62138368,42,100,40,83,5,51,0,47,55,40,100,51,85,38,76,0,4
train_04555,training_writers,compact_trace,0.52115678,0.32000000,0.61401868,72,96,100,100,57,95,31,65,49,51,67,29,39,0,0,3,5
train_04556,training_writers,compact_trace,0.51623540,0.32000000,0.61987226,30,100,15,76,0,48,55,39,96,56,100,55,76,28,58,0,4
train_04557,training_writers,long_sweep,0.36652953,0.47000000,1.28229777,65,66,61,100,13,67,76,34,90,0,0,5,32,44,100,75,8
train_04558,training_writers,long_sweep,0.34882217,0.47000000,1.34739144,0,81,40,100,95,84,96,41,69,0,36,9,38,36,100,39,7
train_04559,training_writers,long_sweep,0.35489245,0.47000000,1.32434488,35,84,0,65,4,21,49,0,95,24,100,67,64,100,5,95,0
train_04560,training_writers,long_sweep,0.35609518,0.47000000,1.31987184,43,89,25,59,76,31,41,0,0,21,6,65,33,100,100,99,5
train_04561,training_writers,compact_trace,0.51963968,0.32000000,0.61581132,0,41,73,63,100,87,86,100,73,75,64,50,64,25,77,0,1
train_04562,training_writers,long_sweep,0.34023687,0.47000000,1.38139057,100,100,55,81,22,56,0,25,25,0,74,12,58,39,8,40,6
train_04563,training_writers,compact_trace,0.51016420,0.32000000,0.62724904,0,52,39,67,80,88,100,100,82,76,69,51,59,25,51,0,1
train_04564,training_writers,long_sweep,0.33987916,0.47000000,1.38284444,100,100,56,80,23,54,0,25,19,0,77,5,70,22,11,16,6
train_04565,training_writers,long_sweep,0.35688014,0.47000000,1.31696878,35,92,12,47,21,0,71,8,100,48,82,94,32,100,0,66,0
train_04566,training_writers,long_sweep,0.36310220,0.47000000,1.29440140,38,71,72,36,81,0,12,11,57,45,100,80,49,100,0,70,8
train_04567,training_writers,compact_trace,0.51045752,0.32000000,0.62688860,3,100,2,84,0,53,29,32,70,45,100,61,88,30,95,0,4
train_04568,training_writers,long_sweep,0.34262739,0.47000000,1.37175257,15,77,42,100,76,87,41,62,93,56,100,29,58,7,0,0,3
train_04569,training_writers,compact_trace,0.51100722,0.32000000,0.62621425,100,100,0,86,0,72,0,57,0,43,0,28,50,14,50,0,1
train_04570,training_writers,compact_trace,0.54082395,0.32000000,0.59168978,0,84,51,100,70,69,56,34,37,0,24,7,31,32,100,34,7
train_04571,training_writers,compact_trace,0.53099831,0.32000000,0.60263846,0,83,35,100,73,89,70,45,67,0,46,10,57,32,100,33,7
train_04572,training_writers,compact_trace,0.49899892,0.32000000,0.64128395,0,62,47,79,92,100,100,92,98,68,96,45,92,21,92,0,1
train_04573,training_writers,long_sweep,0.35347366,0.47000000,1.32966062,26,86,20,43,37,0,87,12,100,56,74,95,22,100,0,60,0
train_04574,training_writers,long_sweep,0.34380112,0.47000000,1.36706944,34,90,35,62,51,24,8,0,0,40,1,82,46,100,100,99,5
train_04575,training_writers,compact_trace,0.50405342,0.32000000,0.63485334,0,69,60,82,100,100,90,79,81,58,69,37,67,16,69,0,1
train_04576,training_writers,long_sweep,0.36188681,0.47000000,1.29874862,32,100,0,58,5,7,60,0,100,38,85,85,27,86,5,42,0
train_04577,training_writers,long_sweep,0.35152697,0.47000000,1.33702401,56,66,100,94,44,100,35,64,63,29,37,0,0,22,42,54,8
train_04578,training_writers,long_sweep,0.33931500,0.47000000,1.38514358,57,70,81,100,72,71,60,35,50,0,0,4,49,6,100,9,1
train_04579,training_writers,compact_trace,0.51531400,0.32000000,0.62098061,18,100,8,81,0,51,56,40,100,60,87,61,85,30,88,0,4
train_04580,training_writers,long_sweep,0.35793909,0.47000000,1.31307258,72,97,23,80,0,37,22,0,76,18,100,61,79,100,24,93,0
train_04581,training_writers,compact_trace,0.52002600,0.32000000,0.61535385,0,51,21,56,62,78,100,100,77,79,52,53,32,26,24,0,1
train_04582,training_writers,compact_trace,0.52141895,0.32000000,0.61370995,12,54,58,77,100,100,83,92,67,69,42,45,21,21,0,0,1
train_04583,training_writers,long_sweep,0.35719573,0.47000000,1.31580520,70,97,28,78,65,53,57,9,0,0,13,42,51,86,100,100,5
train_04584,training_writers,compact_trace,0.54273515,0.32000000,0.58960618,0,87,44,100,90,89,73,64,83,37,100,9,56,0,6,1,3
train_04585,training_writers,long_sweep,0.34270200,0.47000000,1.37145392,0,93,57,100,100,84,89,45,82,5,63,0,39,26,100,35,7
train_04586,training_writers,compact_trace,0.54552042,0.32000000,0.58659583,100,100,55,94,19,70,0,36,12,3,57,0,66,30,20,35,6
train_04587,training_writers,long_sweep,0.35978090,0.47000000,1.30635060,80,100,29,84,0,47,7,8,79,7,100,41,30,35,20,0,6
train_04588,training_writers,long_sweep,0.35619233,0.47000000,1.31951184,43,75,0,60,11,13,60,0,100,28,85,76,41,100,1,73,0
train_04589,training_writers,compact_trace,0.53581848,0.32000000,0.59721718,28,87,70,100,68,68,40,39,5,13,0,9,51,8,100,0,2
train_04590,training_writers,long_sweep,0.34992104,0.47000000,1.34316014,49,76,47,93,100,100,88,57,48,24,0,0,43,11,97,0,2
train_04591,training_writers,long_sweep,0.36311418,0.47000000,1.29435871,79,87,32,63,85,32,73,0,0,12,42,44,100,75,70,100,8
train_04592,training_writers,long_sweep,0.35418920,0.47000000,1.32697439,86,100,39,87,12,57,0,26,31,0,100,8,61,21,2,6,6
train_04593,training_writers,compact_trace,0.52450407,0.32000000,0.61010013,23,98,53,100,57,63,29,35,0,9,25,0,62,3,100,3,2
train_04594,training_writers,compact_trace,0.53481722,0.32000000,0.59833526,8,70,25,100,50,72,42,34,10,5,0,9,50,5,100,0,2
train_04595,training_writers,long_sweep,0.34879347,0.47000000,1.34750228,86,89,48,100,27,61,77,63,100,85,87,43,61,5,0,0,9
train_04596,training_writers,compact_trace,0.53257035,0.32000000,0.60085958,35,64,64,100,66,85,59,38,100,6,86,6,23,4,0,0,1
train_04597,training_writers,long_sweep,0.34294018,0.47000000,1.37050142,100,100,61,84,24,57,0,26,25,0,80,13,62,40,13,33,6
train_04598,training_writers,compact_trace,0.54455389,0.32000000,0.58763698,0,72,18,100,68,98,63,73,89,41,100,5,53,0,6,12,3
train_04599,training_writers,long_sweep,0.34433260,0.47000000,1.36495933,23,59,26,100,64,98,58,57,33,20,0,0,50,10,100,5,2
train_04600,training_writers,long_sweep,0.36570773,0.47000000,1.28517928,7,61,75,35,72,0,0,7,42,41,100,72,79,100,14,75,8
train_04601,training_writers,compact_trace,0.54639166,0.32000000,0.58566047,81,99,44,100,43,78,93,94,100,62,98,24,58,0,0,5,9
train_04602,training_writers,long_sweep,0.36461015,0.47000000,1.28904803,97,100,54,83,0,48,3,10,84,0,100,39,14,51,8,18,6
train_04603,training_writers,long_sweep,0.36444373,0.47000000,1.28963668,30,68,63,39,77,0,0,6,44,41,100,75,63,100,9,69,8
train_04604,training_writers,long_sweep,0.36421301,0.47000000,1.29045361,18,93,94,100,100,100,20,94,3,64,77,50,77,11,0,0,5
train_04605,training_writers,long_sweep,0.35413024,0.47000000,1.32719531,16,68,0,37,28,0,80,23,100,67,69,100,16,78,3,35,0
train_04606,training_writers,compact_trace,0.54724842,0.32000000,0.58474358,0,79,26,100,55,76,37,31,16,0,11,40,55,52,100,62,7
train_04607,training_writers,long_sweep,0.34217583,0.47000000,1.37356283,49,100,17,71,0,39,11,7,66,0,100,24,48,33,21,8,6
train_04608,training_writers,compact_trace,0.49939946,0.32000000,0.64076962,0,71,42,81,85,100,100,92,92,67,80,43,74,17,77,0,1
train_04609,training_writers,long_sweep,0.33846974,0.47000000,1.38860272,89,81,66,100,51,69,97,88,96,60,100,14,51,0,0,12,9
train_04610,training_writers,compact_trace,0.53067880,0.32000000,0.60300129,27,100,14,76,0,44,41,33,94,35,100,63,76,34,76,0,4
train_04611,training_writers,compact_trace,0.54409011,0.32000000,0.58813787,60,88,89,100,93,70,71,39,40,12,0,0,48,0,100,1,2
train_04612,training_writers,compact_trace,0.53612477,0.32000000,0.59687599,0,92,38,100,87,93,70,71,72,47,100,22,64,3,15,0,3
train_04613,training_writers,long_sweep,0.34666831,0.47000000,1.35576282,29,88,67,100,81,73,40,51,98,47,100,14,46,0,0,11,3
train_04614,training_writers,long_sweep,0.36334560,0.47000000,1.29353431,25,90,0,48,13,0,79,13,100,61,60,100,3,73,10,29,0
train_04615,training_writers,compact_trace,0.51308742,0.32000000,0.62367539,60,100,45,92,21,63,0,33,38,26,86,40,100,30,91,0,4
train_04616,training_writers,long_sweep,0.35073138,0.47000000,1.34005687,0,92,40,100,100,99,84,65,48,33,13,0,12,26,74,28,7
train_04617,training_writers,long_sweep,0.34841619,0.47000000,1.34896142,81,96,39,100,13,71,13,39,76,44,100,16,44,0,0,6,5
train_04618,training_writers,compact_trace,0.50576293,0.32000000,0.63270750,0,82,32,75,70,88,100,100,89,75,75,50,61,25,54,0,1
train_04619,training_writers,compact_trace,0.54345447,0.32000000,0.58882578,14,86,52,100,60,76,41,55,100,52,98,27,60,8,0,0,3
train_04620,training_writers,long_sweep,0.34092187,0.47000000,1.37861498,0,77,38,58,75,30,72,0,45,28,21,60,36,91,100,100,5
train_04621,training_writers,long_sweep,0.35340958,0.47000000,1.32990168,39,93,0,64,4,15,46,0,86,27,100,73,62,100,18,86,0
train_04622,training_writers,compact_trace,0.53822667,0.32000000,0.59454504,58,100,35,74,0,42,33,40,96,42,100,66,88,36,94,0,4
train_04623,training_writers,compact_trace,0.54666622,0.32000000,0.58536634,19,68,32,100,68,79,59,39,25,10,0,4,50,4,100,0,2
train_04624,training_writers,compact_trace,0.54202231,0.32000000,0.59038160,1,72,34,100,60,84,43,46,13,13,0,0,54,2,100,4,2
train_04625,training_writers,compact_trace,0.50926163,0.32000000,0.62836071,0,89,34,100,61,85,52,60,66,37,100,21,86,4,44,0,3
train_04626,training_writers,long_sweep,0.36040163,0.47000000,1.30410065,64,83,16,87,11,43,0,0,5,33,54,68,100,100,25,90,8
train_04627,training_writers,compact_trace,0.54645400,0.32000000,0.58559366,31,76,62,100,89,82,61,52,24,26,0,10,50,7,100,0,2
train_04628,training_writers,long_sweep,0.33826220,0.47000000,1.38945469,51,63,59,100,79,70,56,31,20,0,0,6,47,24,100,19,2
train_04629,training_writers,long_sweep,0.34777888,0.47000000,1.35143341,29,83,45,100,88,78,41,53,86,44,100,12,36,0,0,24,3
train_04630,training_writers,long_sweep,0.35749926,0.47000000,1.31468802,61,79,100,100,50,99,0,72,54,75,93,83,60,42,33,0,9
train_04631,training_writers,rising_tail,0.25874841,0.40000000,1.54590323,21,78,0,49,26,15,58,0,90,5,100,52,76,89,44,100,0
train_04632,training_writers,compact_trace,0.49969064,0.32000000,0.64039623,0,71,51,83,92,100,100,90,88,67,81,45,77,22,83,0,1
train_04633,training_writers,compact_trace,0.53385025,0.32000000,0.59941904,44,74,53,100,50,73,46,42,44,10,0,0,35,5,100,7,1
train_04634,training_writers,compact_trace,0.53681128,0.32000000,0.59611266,0,76,24,100,58,95,53,58,31,26,9,1,54,1,100,0,2
train_04635,training_writers,long_sweep,0.34304939,0.47000000,1.37006512,90,100,53,76,29,46,26,13,67,0,100,24,51,37,0,28,6
train_04636,training_writers,long_sweep,0.36807544,0.47000000,1.27691214,85,100,19,76,100,62,47,97,26,50,0,18,81,0,48,43,8
train_04637,training_writers,compact_trace,0.52249800,0.32000000,0.61244254,8,44,0,66,50,89,100,100,83,75,61,50,56,25,61,0,1
train_04638,training_writers,compact_trace,0.54716179,0.32000000,0.58483616,0,82,38,100,79,84,46,56,60,38,100,18,56,0,12,6,3
train_04639,training_writers,compact_trace,0.54767247,0.32000000,0.58429083,100,94,66,100,24,86,19,51,65,40,90,14,48,0,0,3,5
train_04640,training_writers,compact_trace,0.52007049,0.32000000,0.61530120,29,100,21,76,0,47,6,32,79,35,100,58,99,28,93,0,4
train_04641,training_writers,long_sweep,0.34585257,0.47000000,1.35896055,71,100,34,74,11,42,24,9,76,0,100,22,45,24,0,6,6
train_04642,training_writers,compact_trace,0.54689505,0.32000000,0.58512140,0,89,50,100,85,78,70,39,56,0,30,13,43,35,100,45,7
train_04643,training_writers,long_sweep,0.34378204,0.47000000,1.36714529,0,100,68,94,95,77,67,47,41,15,29,0,28,30,100,33,7
train_04644,training_writers,long_sweep,0.35910497,0.47000000,1.30880950,59,79,40,99,0,62,1,14,59,0,100,35,80,80,21,100,0
train_04645,training_writers,compact_trace,0.54102832,0.32000000,0.59146626,0,78,28,100,79,82,63,48,59,48,100,22,55,0,9,8,3
train_04646,training_writers,compact_trace,0.54580075,0.32000000,0.58629454,100,100,52,87,19,61,0,30,12,0,63,4,49,24,0,14,6
train_04647,training_writers,long_sweep,0.35613238,0.47000000,1.31973398,97,82,59,100,18,69,0,22,42,0,93,15,100,60,57,89,0
train_04648,training_writers,compact_trace,0.54432468,0.32000000,0.58788443,100,94,50,100,22,76,30,51,78,44,87,14,48,0,0,5,5
train_04649,training_writers,compact_trace,0.54032843,0.32000000,0.59223240,79,79,66,100,0,91,23,64,91,73,100,62,84,29,85,0,9
train_04650,training_writers,compact_trace,0.50990559,0.32000000,0.62756715,0,57,33,74,79,94,100,100,81,75,65,50,53,25,51,0,1
train_04651,training_writers,long_sweep,0.35038293,0.47000000,1.34138953,25,100,82,99,81,65,51,32,14,0,0,1,14,35,100,42,7
train_04652,training_writers,long_sweep,0.34248838,0.47000000,1.37230934,66,100,38,69,0,40,43,34,100,37,94,63,60,35,41,0,4
train_04653,training_writers,compact_trace,0.53371379,0.32000000,0.59957229,15,94,57,100,59,66,33,35,0,8,7,0,53,2,100,1,2
train_04654,training_writers,compact_trace,0.53670699,0.32000000,0.59622849,100,94,73,100,40,74,13,46,0,12,38,0,67,22,20,28,6
train_04655,training_writers,compact_trace,0.53847251,0.32000000,0.59427361,68,87,73,77,84,100,51,84,98,58,100,16,46,0,0,6,9
train_04656,training_writers,long_sweep,0.35692296,0.47000000,1.31681078,31,74,62,37,55,0,0,17,46,49,100,78,83,100,34,72,8
train_04657,training_writers,long_sweep,0.35156033,0.47000000,1.33689715,59,79,35,73,72,36,35,0,5,24,0,70,32,100,100,97,5
train_04658,training_writers,compact_trace,0.53461606,0.32000000,0.59856039,0,65,47,78,80,100,73,61,71,22,42,0,46,6,100,2,1
train_04659,training_writers,long_sweep,0.35261697,0.47000000,1.33289102,0,82,42,100,100,90,86,62,46,39,1,17,26,1,93,0,2
train_04660,training_writers,long_sweep,0.35107186,0.47000000,1.33875726,0,84,47,100,100,88,82,61,47,38,5,16,28,0,98,1,2
train_04661,training_writers,long_sweep,0.34858156,0.47000000,1.34832145,33,87,17,78,58,42,46,0,0,12,15,61,42,94,100,100,5
train_04662,training_writers,long_sweep,0.35667832,0.47000000,1.31771397,100,100,48,96,15,64,0,31,25,0,95,8,94,38,25,31,6
train_04663,training_writers,long_sweep,0.35488768,0.47000000,1.32436267,73,100,26,78,5,43,13,8,69,0,100,31,44,36,0,9,6
train_04664,training_writers,long_sweep,0.35364884,0.47000000,1.32900197,5,94,66,100,100,76,98,49,71,22,34,0,0,25,78,37,7
train_04665,training_writers,compact_trace,0.53295463,0.32000000,0.60042635,0,54,46,77,100,100,79,80,71,55,65,30,56,5,100,0,1
train_04666,training_writers,long_sweep,0.33883029,0.47000000,1.38712511,0,75,28,100,66,71,55,34,5,12,22,11,80,0,100,32,2
train_04667,training_writers,long_sweep,0.35415662,0.47000000,1.32709645,80,71,59,100,18,73,44,34,50,0,0,20,46,50,100,74,8
train_04668,training_writers,long_sweep,0.34933862,0.47000000,1.34539950,0,94,9,35,42,7,78,0,100,41,73,85,37,100,8,70,0
train_04669,training_writers,long_sweep,0.36303796,0.47000000,1.29463045,68,94,67,75,100,100,39,70,0,42,20,0,97,25,33,65,8
train_04670,training_writers,compact_trace,0.53103393,0.32000000,0.60259803,47,73,61,100,100,83,79,52,96,38,90,6,43,0,0,17,3
train_04671,training_writers,long_sweep,0.34767193,0.47000000,1.35184913,100,100,53,93,14,66,0,32,16,0,73,4,76,36,19,37,6
train_04672,training_writers,long_sweep,0.35097426,0.47000000,1.33912956,40,91,94,100,68,97,31,73,44,40,100,27,60,6,0,0,5
train_04673,training_writers,compact_trace,0.53814873,0.32000000,0.59463116,6,100,12,82,0,50,3,22,100,29,86,48,55,32,67,0,4
train_04674,training_writers,long_sweep,0.34427756,0.47000000,1.36517754,59,100,20,79,0,50,2,20,43,0,100,7,69,22,12,12,6
train_04675,training_writers,compact_trace,0.51266112,0.32000000,0.62419401,0,40,32,59,71,82,100,100,85,75,71,50,64,25,75,0,1
train_04676,training_writers,long_sweep,0.34638452,0.47000000,1.35687359,100,100,55,81,24,50,9,15,54,0,87,24,43,41,0,31,6
train_04677,training_writers,compact_trace,0.51809008,0.32000000,0.61765321,19,100,0,71,2,43,77,39,100,58,98,60,80,30,71,0,4
train_04678,training_writers,compact_trace,0.51541366,0.32000000,0.62086053,0,37,50,49,80,74,100,100,96,76,86,50,70,23,59,0,1
train_04679,training_writers,long_sweep,0.33791807,0.47000000,1.39086970,63,81,92,100,100,70,76,38,43,10,0,0,46,4,97,7,2
train_04680,training_writers,compact_trace,0.52961267,0.32000000,0.60421515,45,100,18,74,0,44,59,35,100,52,95,62,75,32,70,0,4
