panel_id,split_role,bath_run,film_microns,bath_solids,bath_temp_c,coat_voltage,dip_seconds,rinse_pressure,substrate_grade,line_side,pretreat_type,cratered
3141,fit,salvage_run,973.228126,696.881152,1754.204064,,12423.357330,237.383046,substrate_grade_4,line_side_2,pretreat_type_2,cratered
3142,fit,middle_run,672.623357,732.624117,2222.591058,18271.378329,10484.669337,190.144606,substrate_grade_2,line_side_3,,cratered
3143,fit,south_bay,1119.632474,757.741735,1537.545722,18121.235387,11170.173435,197.373239,substrate_grade_2,line_side_1,pretreat_type_1,clean
3144,fit,south_bay,1057.897337,774.877327,1513.960046,18550.923728,11461.496767,205.792383,substrate_grade_2,line_side_1,pretreat_type_1,clean
3145,fit,salvage_run,1029.132354,778.399183,2115.907579,17397.153093,11746.006472,197.288751,substrate_grade_1,line_side_2,pretreat_type_2,clean
3146,validation,south_bay,1186.409706,765.881199,2054.671193,19011.679765,9916.747587,234.973280,substrate_grade_2,line_side_2,,clean
3147,fit,south_bay,908.813653,717.931096,1772.374235,18129.082676,10998.455512,232.917750,substrate_grade_1,line_side_2,pretreat_type_1,clean
3148,fit,south_bay,1159.784607,689.276714,1798.130704,17747.620915,11216.152642,226.719457,substrate_grade_1,line_side_1,pretreat_type_2,cratered
3149,validation,south_bay,951.084674,697.963916,1536.448842,17897.906379,9393.214707,155.316885,substrate_grade_4,line_side_2,pretreat_type_2,clean
3150,fit,late_run,1068.580289,803.460757,1706.832644,17749.366549,11085.500558,210.623589,substrate_grade_1,line_side_1,,clean
3151,test,south_bay,942.829122,724.928571,1781.140362,17473.038842,11337.080762,218.512189,substrate_grade_3,line_side_3,pretreat_type_2,
3152,fit,late_run,1047.287408,739.454470,1795.940522,17339.339362,12769.341487,229.983087,substrate_grade_3,line_side_1,pretreat_type_2,cratered
3153,fit,north_bay,816.140194,739.396036,2112.292981,18576.648277,11206.231075,211.147354,substrate_grade_2,line_side_3,pretreat_type_3,clean
3154,fit,early_run,834.122926,,1848.714820,17410.703493,12332.573781,199.867551,substrate_grade_3,line_side_2,pretreat_type_1,cratered
3155,fit,salvage_run,1173.469149,788.614686,1564.493152,18038.310591,10625.311978,203.240400,substrate_grade_4,line_side_3,pretreat_type_3,clean
3156,validation,middle_run,1194.846114,,1685.618807,,11056.865266,170.588244,substrate_grade_1,line_side_1,pretreat_type_1,clean
3157,validation,early_run,843.664443,678.559681,2065.351819,,10866.158257,219.166493,substrate_grade_1,line_side_2,pretreat_type_3,clean
3158,fit,late_run,957.978582,713.750784,1436.768637,,11618.941664,233.542426,substrate_grade_3,line_side_2,pretreat_type_3,cratered
3159,validation,late_run,938.396837,673.358567,1612.817555,17599.468175,10687.956107,204.005412,substrate_grade_4,line_side_2,pretreat_type_3,cratered
3160,fit,south_bay,792.876435,775.734438,1546.902740,18127.093420,11420.938946,196.601315,substrate_grade_4,line_side_1,pretreat_type_1,clean
3161,fit,early_run,701.551593,801.296794,2103.733654,18365.778393,10166.805937,187.589599,substrate_grade_3,line_side_1,pretreat_type_2,clean
3162,validation,early_run,720.560690,706.786896,1806.668028,17508.926469,10823.232293,175.224679,substrate_grade_3,line_side_1,pretreat_type_1,clean
3163,validation,salvage_run,785.351448,,1776.981404,18563.829225,9269.463615,204.997831,substrate_grade_4,line_side_2,pretreat_type_1,cratered
3164,fit,early_run,940.704010,772.630818,1750.462788,18408.172670,9787.347006,190.009683,substrate_grade_2,line_side_1,pretreat_type_3,clean
3165,test,early_run,1145.702056,736.150904,1629.001580,17699.024870,11198.877126,232.420562,substrate_grade_4,line_side_1,pretreat_type_2,
3166,fit,south_bay,1006.125498,727.762607,1605.227220,18155.179009,10000.934521,214.200592,substrate_grade_2,line_side_1,pretreat_type_3,clean
3167,fit,south_bay,948.925858,731.532752,1625.633537,18735.608027,10357.404049,205.446616,substrate_grade_3,line_side_1,pretreat_type_1,clean
3168,fit,late_run,999.820431,739.312889,1740.165107,,11843.659590,232.751430,substrate_grade_3,line_side_2,pretreat_type_1,clean
3169,fit,south_bay,528.884812,742.216232,1912.492019,18748.379575,9155.245663,193.513848,substrate_grade_2,line_side_1,pretreat_type_3,cratered
3170,fit,south_bay,1321.262487,749.609689,2002.169105,18569.990885,10219.438513,215.820079,substrate_grade_4,line_side_1,pretreat_type_3,clean
3171,fit,north_bay,852.438243,670.481875,1966.580675,18273.395013,11985.822251,221.840783,substrate_grade_1,line_side_2,pretreat_type_1,cratered
3172,validation,north_bay,1034.918941,738.417100,1532.840312,17486.985237,10346.071050,182.407980,substrate_grade_1,line_side_3,pretreat_type_1,clean
3173,fit,north_bay,928.488679,709.001962,1754.969926,19052.880742,12020.137530,186.301326,substrate_grade_1,line_side_3,pretreat_type_1,clean
3174,fit,salvage_run,896.113416,705.380599,1664.348564,17853.751247,10630.348200,189.164652,substrate_grade_3,line_side_3,pretreat_type_3,clean
3175,fit,north_bay,1007.765890,742.383889,1787.258940,18670.281689,11385.536209,187.849502,substrate_grade_1,line_side_1,pretreat_type_3,clean
3176,fit,salvage_run,1150.185103,758.340139,1798.304142,18218.047052,11865.807217,218.615904,substrate_grade_3,line_side_2,pretreat_type_2,clean
3177,fit,early_run,1149.407332,764.503078,1755.481330,17783.820881,10186.066649,194.028529,substrate_grade_3,line_side_1,pretreat_type_3,clean
3178,test,south_bay,1040.869389,,1708.484432,17571.701769,11732.916933,205.253528,substrate_grade_3,line_side_1,pretreat_type_2,
3179,validation,early_run,797.558614,731.681889,1793.356158,17257.971310,10846.042558,197.097036,substrate_grade_3,line_side_1,pretreat_type_3,clean
3180,validation,early_run,1110.142992,794.194894,1577.321255,18734.056300,10566.758472,207.253189,substrate_grade_2,line_side_2,pretreat_type_1,clean
3181,fit,north_bay,1147.996673,676.029526,1846.923794,18833.397033,12118.525091,191.484064,substrate_grade_4,line_side_3,pretreat_type_2,cratered
3182,fit,south_bay,1010.997556,737.905252,1761.219580,17653.198863,10765.658477,177.646577,substrate_grade_3,line_side_2,pretreat_type_3,cratered
3183,validation,early_run,1161.038176,742.031139,1978.127120,18351.826033,10944.644082,227.242170,substrate_grade_2,line_side_3,pretreat_type_1,clean
3184,test,middle_run,936.093171,655.646696,1755.807213,18830.687993,12306.650572,213.041558,substrate_grade_4,line_side_3,pretreat_type_2,
3185,fit,north_bay,1210.892204,789.614841,1743.383909,17984.381007,10688.877018,188.870745,substrate_grade_3,line_side_1,pretreat_type_1,clean
3186,fit,north_bay,935.254627,758.230713,2150.248464,18601.424620,11163.790949,216.297697,substrate_grade_3,line_side_2,pretreat_type_3,clean
3187,fit,late_run,1404.647595,832.667280,1768.612174,18922.572732,9846.274353,205.950057,substrate_grade_1,line_side_1,pretreat_type_3,clean
3188,validation,north_bay,902.491550,735.122665,1509.258397,18346.963202,10637.369615,163.259615,substrate_grade_4,line_side_1,pretreat_type_3,clean
3189,fit,middle_run,1113.806893,769.754924,1625.726051,18338.431553,11318.852354,208.360713,substrate_grade_1,line_side_2,pretreat_type_1,clean
3190,fit,early_run,1092.724781,754.360698,2178.042632,18515.178761,10004.496483,179.460703,substrate_grade_2,line_side_2,pretreat_type_3,clean
3191,validation,south_bay,1106.224060,692.513237,1784.381202,18744.180837,11621.008617,202.155355,substrate_grade_4,line_side_1,pretreat_type_1,clean
3192,test,middle_run,672.355239,711.801635,1698.661012,19394.458464,10581.767109,164.763177,substrate_grade_3,line_side_3,pretreat_type_3,
3193,fit,north_bay,1000.786546,743.790440,2007.407638,18113.827102,11062.924548,226.597633,substrate_grade_2,line_side_1,pretreat_type_1,clean
3194,test,salvage_run,812.218591,707.899893,1884.660421,18106.409622,10868.828433,175.205046,substrate_grade_1,line_side_2,pretreat_type_3,
3195,validation,north_bay,697.786351,718.543570,2051.913162,,11481.109385,192.883980,substrate_grade_4,line_side_2,pretreat_type_3,cratered
3196,test,early_run,794.782254,715.330733,1817.356034,17638.815012,12585.831251,205.242071,substrate_grade_2,line_side_2,pretreat_type_3,
3197,test,early_run,899.115166,707.464378,2315.227696,17272.451395,11387.854779,195.884125,substrate_grade_3,line_side_3,pretreat_type_2,
3198,fit,south_bay,1188.089762,750.212403,1811.989622,17009.484894,10759.421681,215.042925,substrate_grade_1,line_side_2,pretreat_type_1,clean
3199,fit,salvage_run,903.817455,702.531051,1632.069320,17357.555151,11454.113578,155.418433,substrate_grade_2,line_side_3,pretreat_type_3,clean
3200,fit,middle_run,1096.131161,808.419554,1856.442814,17875.536993,11499.487812,178.914730,substrate_grade_2,line_side_1,pretreat_type_1,clean
3201,test,north_bay,1106.730499,775.441542,1396.237737,17882.577486,10525.544026,192.823646,substrate_grade_2,line_side_1,pretreat_type_3,
3202,test,salvage_run,1000.905186,778.749222,1831.239790,19064.096037,12771.824265,178.686924,substrate_grade_1,line_side_1,pretreat_type_3,
3203,fit,middle_run,827.497797,710.381390,1703.648349,18864.352112,9375.398146,174.612458,substrate_grade_1,line_side_2,pretreat_type_1,cratered
3204,test,early_run,894.182905,750.949759,2331.183536,18868.426988,11221.639688,224.833979,substrate_grade_2,line_side_1,pretreat_type_3,
3205,test,early_run,824.338090,714.639432,2041.776779,17487.292268,10846.209379,219.796187,substrate_grade_4,line_side_3,pretreat_type_1,
3206,test,middle_run,1002.111861,765.468808,1541.403672,18770.720592,11298.440552,201.594383,substrate_grade_2,line_side_1,pretreat_type_1,
3207,test,north_bay,1005.377913,722.640379,1786.092052,17427.716669,11029.493634,208.124210,substrate_grade_2,line_side_2,pretreat_type_3,
3208,test,salvage_run,1052.720418,735.327941,1652.791841,18611.390174,9912.358094,183.326026,substrate_grade_2,line_side_1,,
3209,fit,early_run,949.160396,707.735507,1638.244031,18218.852058,9776.588262,207.723397,substrate_grade_3,line_side_2,pretreat_type_2,cratered
3210,fit,middle_run,908.495560,762.674153,1899.468227,18440.285171,11784.441160,226.312735,substrate_grade_2,line_side_2,pretreat_type_1,clean
3211,fit,middle_run,1068.562235,733.256713,1989.829543,,9748.090340,169.866489,substrate_grade_2,line_side_1,pretreat_type_3,clean
3212,fit,early_run,536.541318,685.257839,2317.377616,18120.442013,11086.789775,201.243474,substrate_grade_1,line_side_3,pretreat_type_3,cratered
3213,test,early_run,852.989656,677.623761,2204.454688,18090.408437,10523.311256,180.300329,substrate_grade_2,line_side_2,,
3214,validation,middle_run,927.633435,761.767169,2132.266386,18051.489193,10390.960730,224.346904,substrate_grade_3,line_side_1,,clean
3215,fit,north_bay,892.351578,793.249074,1519.846395,16984.482906,10460.303871,149.909123,substrate_grade_3,line_side_1,pretreat_type_1,clean
3216,test,north_bay,735.035496,,2377.725208,18453.998848,9567.126360,207.978829,substrate_grade_4,line_side_3,pretreat_type_1,
3217,fit,south_bay,809.340959,,1647.917477,17063.039890,10827.690689,214.271558,substrate_grade_1,line_side_1,pretreat_type_1,clean
3218,fit,early_run,991.641916,783.921464,2145.641701,19122.661272,11192.372603,190.679858,substrate_grade_4,line_side_1,pretreat_type_1,cratered
3219,fit,middle_run,935.089441,707.198746,2234.027381,18433.487950,10427.801886,186.156956,substrate_grade_3,line_side_3,pretreat_type_2,cratered
3220,test,early_run,602.405704,698.058503,1818.550202,17290.660612,11614.014571,205.062820,substrate_grade_3,line_side_2,pretreat_type_2,
3221,fit,north_bay,631.508860,,2206.882031,18416.020204,10765.974053,204.434618,substrate_grade_3,line_side_2,pretreat_type_2,cratered
3222,fit,middle_run,811.245547,786.490909,1759.310534,17615.001306,10291.376925,209.902946,substrate_grade_4,line_side_2,,clean
3223,fit,south_bay,880.768845,687.741051,1862.695244,17770.499321,10665.679971,179.142587,substrate_grade_2,line_side_3,pretreat_type_2,cratered
3224,test,north_bay,1034.301442,723.485086,2250.432627,17822.178121,10412.621638,200.415918,substrate_grade_3,line_side_1,pretreat_type_1,
3225,fit,early_run,1130.812311,800.761072,1632.641155,17987.268614,11202.868549,203.787538,substrate_grade_1,line_side_1,pretreat_type_3,clean
3226,validation,south_bay,869.684874,799.635994,1770.734340,17558.791472,9601.729973,244.269927,substrate_grade_3,line_side_1,pretreat_type_1,clean
3227,fit,north_bay,1054.758705,792.664498,1511.752866,17741.977534,10467.896437,187.456201,substrate_grade_3,line_side_1,pretreat_type_2,clean
3228,validation,early_run,814.905855,687.238477,1728.067649,18546.696451,11200.771116,179.036914,substrate_grade_2,line_side_3,pretreat_type_3,cratered
3229,fit,north_bay,896.066914,728.195316,1807.285960,18816.760859,10553.022753,192.709129,substrate_grade_3,line_side_1,pretreat_type_2,clean
3230,test,early_run,1050.029146,737.057848,2007.227139,19037.214163,12440.647993,225.918648,substrate_grade_4,line_side_2,pretreat_type_1,
3231,fit,south_bay,705.634828,796.586872,1899.791182,18402.363990,11479.880266,217.214712,substrate_grade_1,line_side_2,pretreat_type_1,cratered
3232,fit,salvage_run,1097.159057,749.759335,1541.851964,18091.906484,11452.289370,191.422034,substrate_grade_3,line_side_3,pretreat_type_1,clean
3233,fit,north_bay,913.965182,679.433040,1861.339981,18493.653847,11232.383001,207.053211,substrate_grade_4,line_side_2,pretreat_type_3,cratered
3234,fit,salvage_run,1047.084727,731.421250,1752.020297,18379.915711,11115.031383,217.840506,substrate_grade_4,line_side_1,pretreat_type_1,clean
3235,fit,south_bay,1045.686405,707.961670,1566.243289,,11067.429077,188.067043,substrate_grade_1,line_side_3,pretreat_type_3,cratered
3236,test,south_bay,992.089862,721.607143,1851.029641,17493.196947,11177.478431,203.511800,substrate_grade_4,line_side_2,pretreat_type_2,
3237,validation,middle_run,1151.504582,757.768371,1715.035733,18215.063409,10942.688126,241.195186,substrate_grade_2,line_side_1,pretreat_type_1,clean
3238,fit,late_run,717.235199,757.921541,1640.955905,17825.033123,11937.579700,181.086307,substrate_grade_3,line_side_1,pretreat_type_1,cratered
3239,test,middle_run,1165.575050,762.606604,1767.769628,17376.412064,9844.578688,209.103644,substrate_grade_2,line_side_1,pretreat_type_1,
3240,test,middle_run,907.946401,744.189778,1628.008241,18448.867244,11668.025810,203.869142,substrate_grade_3,line_side_1,pretreat_type_1,
3241,validation,early_run,714.389885,787.415662,2096.251494,18757.199345,11990.509861,222.700321,substrate_grade_2,line_side_2,pretreat_type_1,clean
3242,fit,salvage_run,965.373109,739.516565,1882.478944,18056.144539,10609.338569,193.427702,substrate_grade_1,line_side_2,pretreat_type_3,clean
3243,fit,middle_run,984.827621,,1517.585723,18325.953837,10219.912373,219.603266,substrate_grade_2,line_side_1,pretreat_type_2,clean
3244,fit,south_bay,858.128327,746.849160,2076.563500,17083.986726,12430.805511,214.807746,substrate_grade_3,line_side_1,pretreat_type_1,clean
3245,fit,south_bay,744.309472,727.343994,2002.221504,17701.500556,10847.369075,222.089394,substrate_grade_2,line_side_2,pretreat_type_1,clean
3246,fit,late_run,934.177098,,1715.491226,17001.042459,11133.847392,213.255401,substrate_grade_4,line_side_2,pretreat_type_3,cratered
3247,fit,middle_run,970.315725,754.498385,1576.312076,18129.683444,9917.254518,172.009970,substrate_grade_3,line_side_2,pretreat_type_2,cratered
3248,fit,late_run,1204.939478,720.049642,1656.849064,18306.131453,10224.217530,191.445243,substrate_grade_2,line_side_2,pretreat_type_1,clean
3249,fit,north_bay,759.316560,712.674153,2169.549135,18669.237199,9185.246460,195.647616,substrate_grade_1,line_side_1,pretreat_type_1,clean
3250,validation,late_run,798.415076,689.055369,1601.352603,17904.055478,11081.958392,186.256113,substrate_grade_3,line_side_2,pretreat_type_3,cratered
3251,fit,salvage_run,856.963625,821.332458,1785.041756,18015.066561,10009.045747,182.849344,substrate_grade_2,line_side_1,pretreat_type_2,clean
3252,fit,early_run,904.062527,,2229.331817,17671.427831,10568.809867,215.724679,substrate_grade_4,line_side_2,pretreat_type_1,cratered
3253,fit,salvage_run,1074.773016,740.917210,2040.300281,18074.375494,11664.814383,201.992938,substrate_grade_3,line_side_2,,cratered
3254,fit,late_run,1245.832298,765.997541,1877.014387,18301.496676,11699.953192,178.545402,substrate_grade_1,line_side_2,pretreat_type_1,clean
3255,fit,south_bay,820.174216,722.398638,2163.647979,17857.876773,10220.700661,220.958587,substrate_grade_3,line_side_3,pretreat_type_2,cratered
3256,fit,south_bay,866.160193,745.470512,1913.632107,18436.938869,9733.076145,196.171370,substrate_grade_3,line_side_2,pretreat_type_2,clean
3257,fit,early_run,822.004114,714.743287,1821.425661,17485.880031,10259.225900,192.451619,substrate_grade_1,line_side_1,pretreat_type_1,cratered
3258,fit,salvage_run,1065.015777,635.848159,2026.938351,18416.532875,10945.677989,216.240905,substrate_grade_4,line_side_2,pretreat_type_3,cratered
3259,validation,north_bay,657.618390,,2112.424679,17835.938192,11797.296769,169.784231,substrate_grade_2,line_side_3,pretreat_type_3,cratered
3260,fit,early_run,932.577190,734.410518,2328.302994,17372.400894,10828.161698,200.918338,substrate_grade_3,line_side_2,pretreat_type_1,clean
3261,validation,salvage_run,708.240556,,2219.349591,,9622.226987,234.659611,substrate_grade_3,line_side_3,pretreat_type_3,cratered
3262,validation,early_run,895.207234,728.797214,2151.429324,17677.822320,11218.001494,209.786677,substrate_grade_4,line_side_2,pretreat_type_2,cratered
3263,fit,middle_run,619.372760,684.382014,1635.474304,18821.136325,12489.975721,245.290091,substrate_grade_2,line_side_2,pretreat_type_1,cratered
3264,test,salvage_run,977.360492,,2050.095242,18036.296013,11154.954851,210.885684,substrate_grade_3,line_side_1,pretreat_type_1,
3265,fit,middle_run,1213.253862,,1882.350146,17906.450160,11053.747085,199.252746,substrate_grade_2,line_side_1,pretreat_type_1,clean
3266,test,north_bay,917.527086,666.049969,2009.116514,,12789.305050,238.993002,substrate_grade_4,line_side_3,pretreat_type_3,
3267,validation,south_bay,898.196024,648.949502,1697.763130,18534.727904,10508.729775,230.968550,substrate_grade_4,line_side_3,pretreat_type_3,cratered
3268,test,salvage_run,923.818811,737.559784,1631.496880,17199.245181,11082.901345,215.030777,substrate_grade_2,line_side_2,pretreat_type_2,
3269,fit,south_bay,1102.751861,709.305308,1622.077682,17697.615166,10551.719074,165.112740,substrate_grade_1,line_side_3,pretreat_type_2,cratered
3270,fit,middle_run,1077.079985,684.174922,2028.517199,18527.300470,10207.862303,205.872728,substrate_grade_4,line_side_3,pretreat_type_2,cratered
3271,fit,north_bay,769.841539,703.029736,2045.415998,18019.992960,11997.216712,207.504889,substrate_grade_3,line_side_3,pretreat_type_3,cratered
3272,fit,late_run,903.799181,753.954112,1696.788612,17584.749895,10522.395641,211.155127,substrate_grade_3,line_side_1,,clean
3273,fit,north_bay,943.114505,665.684885,1609.943492,18441.845361,10003.040856,193.366570,substrate_grade_3,line_side_2,pretreat_type_2,cratered
3274,validation,salvage_run,1109.406102,765.835505,1582.531345,18151.108169,10378.418261,166.578511,substrate_grade_2,line_side_1,pretreat_type_1,clean
3275,test,early_run,1016.577603,760.935596,1707.809633,17448.942520,11209.434403,194.585359,substrate_grade_2,line_side_2,pretreat_type_3,
3276,test,salvage_run,898.084796,677.802193,1952.923059,19056.800292,9521.882469,201.997005,substrate_grade_3,line_side_2,pretreat_type_1,
3277,fit,north_bay,1009.836970,771.957852,1272.191515,18074.535562,11719.509820,178.281146,substrate_grade_2,line_side_1,pretreat_type_1,clean
3278,fit,late_run,946.882208,712.691919,2280.872710,18309.191445,9900.472014,145.317382,substrate_grade_1,line_side_2,pretreat_type_3,cratered
3279,fit,early_run,1063.181908,732.209743,1867.244096,17994.539908,11142.406647,216.325236,substrate_grade_3,line_side_3,pretreat_type_2,cratered
3280,fit,late_run,841.705437,,1465.463838,18687.722866,11143.182007,201.891431,substrate_grade_2,line_side_2,pretreat_type_2,clean
3281,fit,north_bay,1002.117498,711.181258,1710.010682,17940.380837,10433.307758,209.759764,substrate_grade_2,line_side_2,pretreat_type_2,clean
3282,fit,late_run,1098.967618,712.844491,2176.081485,17958.218006,10708.859744,214.176648,substrate_grade_1,line_side_3,,clean
3283,validation,salvage_run,872.233971,736.573136,1621.368967,16699.005766,10480.101643,197.736011,substrate_grade_2,line_side_3,pretreat_type_3,clean
3284,test,late_run,990.582661,703.184806,1764.533195,18962.502026,9640.559655,211.540846,substrate_grade_3,line_side_2,pretreat_type_3,
3285,fit,south_bay,1375.137398,760.539122,1543.638049,18040.642184,11019.898688,202.656834,substrate_grade_1,line_side_1,pretreat_type_3,clean
3286,fit,early_run,1133.875040,786.716588,1733.612376,17427.751130,11681.145168,177.485405,substrate_grade_2,line_side_1,pretreat_type_2,clean
3287,fit,late_run,1000.270734,685.050764,1862.216856,18755.901855,11624.768477,196.897915,substrate_grade_2,line_side_2,pretreat_type_3,cratered
3288,fit,late_run,777.949148,638.537365,1855.090076,18666.081251,11213.960889,237.547956,substrate_grade_4,line_side_2,pretreat_type_1,cratered
3289,fit,north_bay,1197.834889,727.252622,1980.689981,18637.682932,10744.879365,204.990775,substrate_grade_4,line_side_1,pretreat_type_3,clean
3290,fit,north_bay,685.121899,,1967.925320,18946.599373,10776.815695,187.917892,substrate_grade_2,line_side_2,pretreat_type_1,clean
3291,fit,middle_run,762.634044,759.229063,2237.392440,17598.778375,10575.075684,199.384890,substrate_grade_4,line_side_2,pretreat_type_1,clean
3292,validation,early_run,845.245269,778.588698,1744.958520,16753.800244,11571.845651,179.409874,substrate_grade_4,line_side_2,pretreat_type_2,cratered
3293,fit,middle_run,673.088054,706.921170,1388.822727,18750.907346,11239.048877,213.435097,substrate_grade_2,line_side_3,pretreat_type_1,cratered
3294,fit,south_bay,1297.281188,747.121773,1342.880030,17901.100838,11054.483128,190.268821,substrate_grade_4,line_side_1,pretreat_type_1,clean
3295,validation,salvage_run,968.535483,704.796607,2109.623599,18361.074935,11100.363692,205.293820,substrate_grade_3,line_side_2,pretreat_type_1,clean
3296,fit,late_run,1231.608645,807.762377,1609.717969,18309.986142,11093.803172,217.856442,substrate_grade_2,line_side_1,pretreat_type_1,clean
3297,validation,late_run,793.050766,692.589907,1870.710036,19579.122256,10383.729817,192.846888,substrate_grade_4,line_side_2,pretreat_type_1,cratered
3298,fit,early_run,734.632595,664.792015,1963.920977,17785.461945,11090.390134,197.839933,substrate_grade_3,line_side_3,pretreat_type_3,cratered
3299,fit,north_bay,970.312775,681.391171,1879.538765,,10024.011069,201.136712,substrate_grade_1,line_side_3,,clean
3300,test,late_run,957.660575,764.331878,2071.360265,18698.643347,9537.181217,187.677439,substrate_grade_4,line_side_1,pretreat_type_1,
3301,validation,middle_run,894.283095,673.053007,1988.953219,,10833.888013,171.411281,substrate_grade_4,line_side_3,pretreat_type_3,cratered
3302,fit,middle_run,987.548940,791.319970,2003.976710,18676.443429,12075.922491,218.971288,substrate_grade_3,line_side_2,pretreat_type_3,cratered
3303,test,middle_run,1027.119292,712.026013,1919.709099,18613.645018,11565.037267,215.392699,substrate_grade_4,line_side_3,,
3304,validation,salvage_run,755.386871,687.338117,2088.362213,18152.429824,9812.147011,171.724815,substrate_grade_1,line_side_1,pretreat_type_2,clean
3305,fit,north_bay,863.531396,729.654980,1401.936263,,11160.317487,210.831297,substrate_grade_2,line_side_1,pretreat_type_3,clean
3306,fit,early_run,1125.822888,744.799512,1663.314132,17264.814057,10911.495716,220.066019,substrate_grade_3,line_side_1,,clean
3307,fit,north_bay,1028.650128,706.971648,2407.480524,18008.746555,8562.485638,181.921168,substrate_grade_3,line_side_3,pretreat_type_3,cratered
3308,validation,middle_run,942.859244,719.583152,1721.748864,17765.916484,12280.820579,208.925703,substrate_grade_4,line_side_1,pretreat_type_2,clean
3309,fit,middle_run,1020.895011,709.732392,1966.809141,17936.635631,9994.717003,227.401236,substrate_grade_3,line_side_2,pretreat_type_3,cratered
3310,validation,early_run,933.122634,683.488760,1947.285840,19462.405042,11102.788012,165.358763,substrate_grade_2,line_side_1,pretreat_type_3,cratered
3311,test,salvage_run,1025.964180,735.912146,1486.900895,17394.540553,11233.810624,175.952359,substrate_grade_3,line_side_1,pretreat_type_1,
3312,fit,middle_run,916.710433,706.800518,1869.386806,18084.190933,10711.444816,206.087604,substrate_grade_2,line_side_1,pretreat_type_2,clean
3313,fit,middle_run,1069.932585,,1859.460045,18189.359876,11773.087307,213.129007,substrate_grade_2,line_side_2,pretreat_type_3,cratered
3314,fit,middle_run,1129.018542,749.116952,959.819047,17696.503543,11556.006808,196.203655,substrate_grade_2,line_side_2,pretreat_type_2,clean
3315,test,salvage_run,838.280457,691.949086,1507.894414,,9742.319746,194.489283,substrate_grade_3,line_side_2,pretreat_type_2,
3316,fit,north_bay,1148.624987,704.602818,1653.348320,18010.654959,10994.360386,189.292619,substrate_grade_2,line_side_2,pretreat_type_3,clean
3317,fit,south_bay,863.400258,758.523731,1772.350462,19490.418300,10311.746412,184.320490,substrate_grade_3,line_side_3,pretreat_type_1,cratered
3318,validation,middle_run,789.932274,761.835049,1701.086731,17381.832505,11341.959147,215.615588,substrate_grade_3,line_side_2,pretreat_type_2,cratered
3319,fit,salvage_run,981.107601,778.317444,1678.673545,18239.471885,11889.294451,231.223621,substrate_grade_1,line_side_2,pretreat_type_1,clean
3320,test,north_bay,942.687635,729.830770,2073.520498,17804.066106,10656.318387,208.391699,substrate_grade_2,line_side_1,,
3321,fit,middle_run,550.624454,644.845899,2068.277782,18727.356819,10994.254864,191.763181,substrate_grade_4,line_side_3,pretreat_type_3,clean
3322,fit,south_bay,707.725621,706.505764,1785.070989,19084.808599,10566.299606,205.012104,substrate_grade_3,line_side_2,pretreat_type_2,cratered
3323,test,early_run,855.915255,687.383585,1836.462792,18484.065084,10595.479287,203.641353,substrate_grade_3,line_side_2,,
3324,fit,early_run,761.890532,732.266062,1873.269855,17309.507017,11223.344927,165.224027,substrate_grade_4,line_side_2,pretreat_type_3,cratered
3325,validation,salvage_run,879.507477,728.359712,2363.883232,18822.918452,12542.655252,195.720748,substrate_grade_2,line_side_1,pretreat_type_2,clean
3326,test,salvage_run,926.797757,747.345060,1206.890434,18793.124402,10006.302198,179.181714,substrate_grade_3,line_side_1,pretreat_type_1,
3327,fit,north_bay,770.215031,750.833844,1937.173387,17938.245880,12321.096872,188.373194,substrate_grade_1,line_side_2,pretreat_type_3,clean
3328,fit,salvage_run,942.263143,675.347104,1926.983947,18152.948620,12576.525498,212.176501,substrate_grade_2,line_side_1,pretreat_type_2,clean
3329,test,south_bay,748.630862,762.888820,1714.590114,18243.754728,11826.227590,201.536202,substrate_grade_4,line_side_2,pretreat_type_2,
3330,fit,north_bay,1214.177734,778.252864,1687.632718,,10659.913771,191.963338,substrate_grade_2,line_side_1,pretreat_type_3,clean
3331,validation,north_bay,933.873462,690.372578,1819.481408,18554.580272,10766.570986,184.628348,substrate_grade_2,line_side_2,pretreat_type_1,clean
3332,fit,south_bay,860.018111,730.255509,1966.881780,18570.592407,10567.030726,201.677858,substrate_grade_2,line_side_2,pretreat_type_1,cratered
3333,validation,middle_run,1315.795379,831.338078,1739.605534,17634.317602,11710.726060,208.983221,substrate_grade_2,line_side_1,pretreat_type_1,cratered
3334,fit,middle_run,935.483982,683.157240,1626.082267,18122.210234,9533.012435,204.449911,substrate_grade_3,line_side_2,pretreat_type_3,cratered
3335,fit,salvage_run,883.392724,749.952251,1630.866060,17924.748716,11462.015821,215.388167,substrate_grade_2,line_side_1,pretreat_type_3,clean
3336,fit,late_run,1139.994840,775.464615,2024.385577,18404.612673,10889.822542,214.563857,substrate_grade_3,line_side_3,pretreat_type_1,clean
3337,fit,north_bay,870.604764,752.604353,1953.632121,18215.064427,10212.142937,220.389545,substrate_grade_2,line_side_3,pretreat_type_2,cratered
3338,test,south_bay,972.333839,775.681061,1519.502603,17788.245208,10221.482264,191.114842,substrate_grade_2,line_side_2,pretreat_type_1,
3339,fit,salvage_run,1020.920631,,1818.904859,17571.052425,11697.816234,205.220178,substrate_grade_2,line_side_2,pretreat_type_1,clean
